ID	Q1	Q3	RT	DP	CE	Compound name	Classes	Identification	SMILES	InChI	Library ID	keggID	Molecular formula	Observed mass (Da)	Exact mass (Da)	Accurate mass error (ppm)	Ionization model	Precursor ions (Q1)	Product ions (Q3)	Q4	Q5	Q6	Q7	Q8
n04711	433.244	59	10.39	-10	-30	3,4-Dihydroxy-2,2,6,6-tetramethyl-4-(3-methylbutyl)-5-oxocyclohexyl β-D-glucopyranoside	Other	putative	CC(C)CCC1(O)C(=O)C(C)(C)C(OC2OC(CO)C(O)C(O)C2O)C(C)(C)C1O	InChI=1S/C21H38O9/c1-10(2)7-8-21(28)16(26)19(3,4)18(20(5,6)17(21)27)30-15-14(25)13(24)12(23)11(9-22)29-15/h10-16,18,22-26,28H,7-9H2,1-6H3			C21H38O9	434.526	434.2516	0.8	H-	433.2443	59	179.1	71	101	62	153
mr2163	131.035	87	4.3	-20	-30	Methylsuccinic acid	Organic acid	putative	CC(CC(=O)O)C(=O)O	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)	MS000006728		C5H8O4	132.115	132.0423	0.4	H-	131.0348	87	99	113	69	85	55
n05399	145.051	83.1	4.8	-50	-30	3-Methylglutaric acid	Organic acid	putative	CC(CC(=O)O)CC(=O)O	InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	MS000000187		C6H10O4	146.142	146.0579	2.4	H-	145.0506	83.1	101.1	127	59	64	76
n03610	265.145	221.2	11.2	-70	-20	1,9b-Dihydroxy-6,6,9a-trimethyl-5,5a,6,7,8,9,9a,9b-octahydronaphtho[1,2-c]furan-3(1H)-one	Other	putative	CC1(C)CCCC2(C)C1CC=C1C(=O)OC(O)C12O	InChI=1S/C15H22O4/c1-13(2)7-4-8-14(3)10(13)6-5-9-11(16)19-12(17)15(9,14)18/h5,10,12,17-18H,4,6-8H2,1-3H3	MS000004962		C15H22O4	266.337	266.1518	1.7	H-	265.1445	221.2	67	185.1	51	249.1	
n07420	267.16	223.1	11.5	-10	-20	4,6-Dihydroxy-4-(hydroxymethyl)-3,4a,8,8-tetramethyl-4a,5,6,7,8,8a-hexahydro-1(4H)-naphthalenone	Other	putative	CC1=CC(=O)C2C(C)(C)CC(O)CC2(C)C1(O)CO	InChI=1S/C15H24O4/c1-9-5-11(18)12-13(2,3)6-10(17)7-14(12,4)15(9,19)8-16/h5,10,12,16-17,19H,6-8H2,1-4H3	MS000004896		C15H24O4	268.353	268.1675	0.9	H-	267.1601	223.1	87	59	205.2	109.1	231.1
mr2238	338.198	130.1	8	-70	-30	Tuberonic acid-isoleucine (12OHJA-Ile)	Phytohormone derivative	putative	CCC(C)C(NCCC=CCC1C(=O)CCC1CC(=O)O)C(C)=O	InChI=1S/C19H31NO4/c1-4-13(2)19(14(3)21)20-11-7-5-6-8-16-15(12-18(23)24)9-10-17(16)22/h5-6,13,15-16,19-20H,4,7-12H2,1-3H3,(H,23,24)			C19H31NO4	337.46	337.2253	5871.3	H-	338.1975	130.1	252	191			
n03729	379.14	255.1	8.32	-80	-30	8-Methyl-2-oxo-4-propyl-2H-chromen-7-yl β-D-glucopyranoside	Other	putative	CCCc1cc(=O)oc2c(C)c(OC3OC(CO)C(O)C(O)C3O)ccc12	InChI=1S/C19H24O8/c1-3-4-10-7-14(21)27-18-9(2)12(6-5-11(10)18)25-19-17(24)16(23)15(22)13(8-20)26-19/h5-7,13,15-17,19-20,22-24H,3-4,8H2,1-2H3	MS000016180		C19H24O8	380.393	380.1471	0.4	H-	379.1397	255.1	273.1	361.1	317.1	237.1	291.2
n00087	447.296	313.2	11.4	-40	-10	Aureobasidin	Other	putative	CCCCCC(O)CC(O)CC(=O)OC(C)(C)OC(=O)CCC(O)CC(O)CCCC	InChI=1S/C23H44O8/c1-5-7-9-11-18(25)15-20(27)16-22(29)31-23(3,4)30-21(28)13-12-19(26)14-17(24)10-8-6-2/h17-20,24-27H,5-16H2,1-4H3			C23H44O8	448.597	448.3036	0.8	H-	447.2963	313.2	129.1	295.2	59	183.1	165
n13675	331.249	313.2	5.9	-10	-30	(9S)-9,10,12-Trihydroxyoctadecanoic acid	Lipid	putative	CCCCCCC(O)CC(O)C(O)CCCCCCCC(=O)O	InChI=1S/C18H36O5/c1-2-3-4-8-11-15(19)14-17(21)16(20)12-9-6-5-7-10-13-18(22)23/h15-17,19-21H,2-14H2,1H3,(H,22,23)	MS000016000		C18H36O5	332.481	332.2563	0.2	H-	331.2488	313.2	171.1	59	201.1	127.1	195.1
n04905	321.171	151.1	11.2	-80	-30	2-[4-(Octyloxy)phenyl]succinic acid	Other	putative	CCCCCCCCOc1ccc(C(CC(=O)O)C(=O)O)cc1	InChI=1S/C18H26O5/c1-2-3-4-5-6-7-12-23-15-10-8-14(9-11-15)16(18(21)22)13-17(19)20/h8-11,16H,2-7,12-13H2,1H3,(H,19,20)(H,21,22)			C18H26O5	322.401	322.178	0.8	H-	321.1706	151.1	265.1	125.1	303.2	95.1	171.1
n00595	164.035	149	2.63	-50	-20	Coixol	Other	putative	COc1ccc2[nH]c(=O)oc2c1	InChI=1S/C8H7NO3/c1-11-5-2-3-6-7(4-5)12-8(10)9-6/h2-4H,1H3,(H,9,10)			C8H7NO3	165.148	165.0426	2.1	H-	164.0354	149	121	77			
mr2180	181.053	166	6.8	-70	-10	Syringaldehyde	Polyphenol	putative	COc1cc(C=O)cc(OC)c1O	InChI=1S/C9H10O4/c1-12-7-3-6(5-10)4-8(13-2)9(7)11/h3-5,11H,1-2H3	MS000009495		C9H10O4	182.175	182.0579	12.9	H-	181.0528	166	151	123	95	67	
mr2171	160.14	116.1	7.3	-80	-30	Indole-5-carboxylic acid	Phytohormone derivative	standard	O=C(O)c1ccc2[nH]ccc2c1	InChI=1S/C9H7NO2/c11-9(12)7-1-2-8-6(5-7)3-4-10-8/h1-5,10H,(H,11,12)	MS000016410		C9H7NO2	161.16	161.0477	618.1	H-	160.0403	116.1	114	104	90	65	126
IAA-ASP	289.1	132	7.2	-52	-22	IAA-ASP	Phytohormone derivative	standard	O=C(O)CC(NC(=O)Cc1c[nH]c2ccccc12)C(=O)O	InChI=1S/C14H14N2O5/c17-12(16-11(14(20)21)6-13(18)19)5-8-7-15-10-4-2-1-3-9(8)10/h1-4,7,11,15H,5-6H2,(H,16,17)(H,18,19)(H,20,21)	MS000007244		C14H14N2O5	290.275	290.0903	58.4								
n02877	305.106	97	6.23	-30	-40	N1-Benzyl-2-[(2-oxo-3-piperidyl)carbonyl]hydrazine-1-carbothioamide	Other	putative	O=C1NCCCC1C(=O)NNC(=S)NCc1ccccc1	InChI=1S/C14H18N4O2S/c19-12-11(7-4-8-15-12)13(20)17-18-14(21)16-9-10-5-2-1-3-6-10/h1-3,5-6,11H,4,7-9H2,(H,15,19)(H,17,20)(H2,16,18,21)			C14H18N4O2S	306.391	306.115	5.7	H-	305.1063	97	59	80	87.9		
mr2326	145.051	101.1	5	-50	-20	2,2-Dimethylsuccinic acid	Organic acid	putative	CC(C)(CC(=O)O)C(=O)O	InChI=1S/C6H10O4/c1-6(2,5(9)10)3-4(7)8/h3H2,1-2H3,(H,7,8)(H,9,10)	MS000000117		C6H10O4	146.142	146.0579	2.4	H-	145.051	101.1	127	83.1	109	112	55
n00999	159.066	115.1	6.4	-10	-20	3,3-Dimethylglutaric acid	Organic acid	putative	CC(C)(CC(=O)O)CC(=O)O	InChI=1S/C7H12O4/c1-7(2,3-5(8)9)4-6(10)11/h3-4H2,1-2H3,(H,8,9)(H,10,11)	MS000000163		C7H12O4	160.169	160.0736	2.2	H-	159.0663	115.1	141.1	97.1	87		
mr2247	343.1	71	1.3	-30	-20	Maltitol	Sugar	putative	OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO	InChI=1S/C12H24O11/c13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12/h4-21H,1-3H2	MS000000876		C12H24O11	344.313	344.1319	71.6	H-	343.1	71	179	143			
n07067	139.077	97.1	7.15	-40	-40	5-Ethylcyclohexane-1,3-dione	Other	putative	CCC1CC(=O)CC(=O)C1	InChI=1S/C8H12O2/c1-2-6-3-7(9)5-8(10)4-6/h6H,2-5H2,1H3	MS000002006		C8H12O2	140.182	140.0837	3.9	H-	139.0765	97.1	57	81	109	69	
n01364	205.035	111	4.4	-10	-20	3-Hydroxy-3-(methoxycarbonyl)pentanedioic acid	Organic acid	putative	COC(=O)C(O)(CC(=O)O)CC(=O)O	InChI=1S/C7H10O7/c1-14-6(12)7(13,2-4(8)9)3-5(10)11/h13H,2-3H2,1H3,(H,8,9)(H,10,11)	MS000004776		C7H10O7	206.15	206.0427	2.2	H-	205.0354	111	173	73	87	143	
n10702	158.083	116.1	5.5	-80	-10	N-Acetylvaline	Amino acid derivative	putative	CC(=O)NC(C(=O)O)C(C)C	InChI=1S/C7H13NO3/c1-4(2)6(7(10)11)8-5(3)9/h4,6H,1-3H3,(H,8,9)(H,10,11)	MS000007232		C7H13NO3	159.185	159.0895	4.7	H-	158.0827	116.1	63.1	130			
mr2257	347.1	267.1	11	-50	-30	3(2'-Chlorophenyl)-7-hydroxy-4-phenylcoumarin	Other	putative	O=c1oc2cc(O)ccc2c(-c2ccccc2)c1-c1ccccc1Cl	InChI=1S/C21H13ClO3/c22-17-9-5-4-8-15(17)20-19(13-6-2-1-3-7-13)16-11-10-14(23)12-18(16)25-21(20)24/h1-12,23H	MS000010329		C21H13ClO3	348.785	348.0553	149.3	H-	347.1	267.1	311	175			
mr2178	177.128	162.1	7.7	-30	-10	Amylmetacresol	Other	putative	CCCCCc1ccc(C)cc1O	InChI=1S/C12H18O/c1-3-4-5-6-11-8-7-10(2)9-12(11)13/h7-9,13H,3-6H2,1-2H3	MS000016201		C12H18O	178.275	178.1358	3.1	H-	177.1285	162.1	121.1	106	146.1	134.1	104
mr2262	355	325	8.9	-50	-20	Conidendrin	Polyphenol	putative	COc1cc(C2c3cc(O)c(OC)cc3CC3C(=O)OCC32)ccc1O	InChI=1S/C20H20O6/c1-24-17-6-10(3-4-15(17)21)19-12-8-16(22)18(25-2)7-11(12)5-13-14(19)9-26-20(13)23/h3-4,6-8,13-14,19,21-22H,5,9H2,1-2H3	MS000016256		C20H20O6	356.374	356.126	333.4	H-	355	325	251	193	179		
mr2244	341.087	179.1	5.2	-20	-30	Caffeoyl O-hexoside	Polyphenol	putative	O=C(O)C=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1	InChI=1S/C15H18O9/c16-6-10-12(20)13(21)14(22)15(24-10)23-9-3-1-7(5-8(9)17)2-4-11(18)19/h1-5,10,12-17,20-22H,6H2,(H,18,19)	MS000016687		C15H18O9	342.3	342.0951	2.5	H-	341.0872	179.1	281	251	221		
mr2318	591.172	367	8.2	-60	-30	Disinapoyl-O-hexoside	Polyphenol	putative	CCc1cc(C=CC(=O)O)cc(OC)c1OC(=O)C=Cc1cc(OC)c(OC2OC(CO)C(O)C(O)C2O)c(OC)c1	InChI=1S/C29H34O13/c1-5-17-10-15(6-8-22(31)32)11-18(37-2)27(17)41-23(33)9-7-16-12-19(38-3)28(20(13-16)39-4)42-29-26(36)25(35)24(34)21(14-30)40-29/h6-13,21,24-26,29-30,34-36H,5,14H2,1-4H3,(H,31,32)	MS000251377		C29H34O13	590.578	590.1999	3353.7	H-	591.1716	367	341.1	175			
DHJA	211	59	8.8	-61	-11	DHJA	Phytohormone derivative	standard	CCCCCC1C(=O)CCC1CC(=O)O	InChI=1S/C12H20O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h9-10H,2-8H2,1H3,(H,14,15)	MS000011863		C12H20O3	212.289	212.1412	631.4								
n00132	343.104	181.1	4.4	-20	-30	Methyl 4-(β-D-glucopyranosyloxy)-3-methoxybenzoate	Polyphenol	putative	COc1cc(C(=O)O)cc(OC)c1C1OC(CO)C(O)C(O)C1O	InChI=1S/C15H20O9/c1-22-7-3-6(15(20)21)4-8(23-2)10(7)14-13(19)12(18)11(17)9(5-16)24-14/h3-4,9,11-14,16-19H,5H2,1-2H3,(H,20,21)			C15H20O9	344.316	344.1107	1.6	H-	343.104	181.1	59	139	135	71	119.1
n01933	311.134	251.1	4.1	-80	-10	(1R)-1,3,3-Trimethoxypropyl α-D-glucopyranoside	Other	putative	COCC(OC1OC(CO)C(O)C(O)C1O)C(OC)OC	InChI=1S/C12H24O9/c1-17-5-7(11(18-2)19-3)21-12-10(16)9(15)8(14)6(4-13)20-12/h6-16H,4-5H2,1-3H3			C12H24O9	312.315	312.142	2.4	H-	311.1345	251.1	71	59	101		
n16920	251.056	145.1	5.1	-60	-20	Hydroxycinnamoyl-glyceric acid	Polyphenol	putative	O=C(C=Cc1ccc(O)cc1)OCC(O)C(=O)O	InChI=1S/C12H12O6/c13-9-4-1-8(2-5-9)3-6-11(15)18-7-10(14)12(16)17/h1-6,10,13-14H,7H2,(H,16,17)			C12H12O6	252.222	252.0634	0.6	H-	251.0559	145.1	189.1	59	121	129	85
mr1482	374.2	195.1	5.5	80	20	Ortho-Topolin Riboside	Other	putative	OCC1OC(n2cnc3c(NCc4ccccc4O)ncnc32)C(O)C1O	InChI=1S/C17H19N5O5/c23-6-11-13(25)14(26)17(27-11)22-8-21-12-15(19-7-20-16(12)22)18-5-9-3-1-2-4-10(9)24/h1-4,7-8,11,13-14,17,23-26H,5-6H2,(H,18,19,20)	MS000115180		C17H19N5O5	373.369	373.1386	145.1	H+	374.181	195.1	177.1	137.1			
R11-0395	317.2	281.2	12.2	40	20	(1S,4aS,5R)-5-[2-(3-Furyl)ethyl]-1,4a-dimethyl-6-methylenedecahydro-1-naphthalenecarboxylic acid	Other	putative	C=C1CCC2C(C)(C(=O)O)CCCC2(C)C1CCc1ccoc1	InChI=1S/C20H28O3/c1-14-5-8-17-19(2,10-4-11-20(17,3)18(21)22)16(14)7-6-15-9-12-23-13-15/h9,12-13,16-17H,1,4-8,10-11H2,2-3H3,(H,21,22)	MS000006314		C20H28O3	316.441	316.2038	34.9	H+	317.2107	281.2	299.2	119.1	173.1	215.1	107.1
mr1194	374.2	137.1	6	70	20	(2S,4E)-2-Amino-5-{N'-[(1Z,2S,3R)-1,2-dihydroxy-3-(1H-indol-3-yl)butylidene]carbamimidamido}-4-pentenoic acid	Other	putative	CC(c1c[nH]c2ccccc12)C(O)C(=O)NC(=N)NC=CCC(N)C(=O)O	InChI=1S/C18H23N5O4/c1-10(12-9-22-14-7-3-2-5-11(12)14)15(24)16(25)23-18(20)21-8-4-6-13(19)17(26)27/h2-5,7-10,13,15,22,24H,6,19H2,1H3,(H,26,27)(H3,20,21,23,25)	MS000251308		C18H23N5O4	373.413	373.175	47.6	H+	374.1811	137.1	223.2	188.2	144.1	122.1	
mr885	230.1	186.1	1.4	10	20	Ergothioneine	Other	putative	C[N+](C)(C)C(Cc1c[nH]c(=S)[nH]1)C(=O)[O-]	InChI=1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)			C9H15N3O2S	229.305	229.0885	18.6	H+	230.0958	186.1	127	94.1	100	114	68
mr2063	209.1	150.1	0.7	50	20	Nicotinoylcholine	Phenolamide	putative	C[N+](C)(C)CCOC(=O)c1cccnc1	InChI=1S/C11H17N2O2/c1-13(2,3)7-8-15-11(14)10-5-4-6-12-9-10/h4-6,9H,7-8H2,1-3H3/q+1	MS000009485		C11H17N2O2+	209.269	209.1285	4952.7	H+	209.1	150.1	119	105			
mr0859	518.3	184.1	12.9	80	10	LysoPC 18:3	Lipid	putative	CCC=CC=CCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C	InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-9,12-13,25,28H,5,10-11,14-24H2,1-4H3/p+1			C26H49NO7P+	518.652	518.3241	1989.8	H+	518.3222	184.1	104	500.2	86		
mr1265	349.1	137	4.1	50	30	Inosine 5'-monophosphate	Nucleic acid derivative	standard	C[Si](C)(C)Oc1ncnc2c1ncn2C1OC(COP(=O)(O[Si](C)(C)C)O[Si](C)(C)C)C(O[Si](C)(C)C)C1O[Si](C)(C)C	InChI=1S/C25H53N4O8PSi5/c1-39(2,3)33-21-19(16-31-38(30,36-42(10,11)12)37-43(13,14)15)32-25(22(21)34-40(4,5)6)29-18-28-20-23(29)26-17-27-24(20)35-41(7,8)9/h17-19,21-22,25H,16H2,1-15H3	MS000016411		C25H53N4O8PSi5	709.123	708.2447	508513.4	H+	349.0543	137	305	233.1			
mr1353	223.2	149	10.4	40	10	Isobornyl methacrylate	Other	putative	C=C(C)C(=O)OC1CC2CCC1(C)C2(C)C	InChI=1S/C14H22O2/c1-9(2)12(15)16-11-8-10-6-7-14(11,5)13(10,3)4/h10-11H,1,6-8H2,2-5H3	MS000003964		C14H22O2	222.328	222.162	138.4	H+	223.1691	149	135	64.9	89.9		
mr1149	435.1	285.1	6.5	60	40	Naringenin 6-C-hexoside	Flavonoid	putative	O=C1CC(c2ccc(O)cc2)Oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c21	InChI=1S/C21H22O10/c22-7-14-17(26)19(28)20(29)21(31-14)16-11(25)6-13-15(18(16)27)10(24)5-12(30-13)8-1-3-9(23)4-2-8/h1-4,6,12,14,17,19-23,25-29H,5,7H2	MS000016750		C21H22O10	434.397	434.1213	65.8	H+	435.1	285.1	195				
mr1011	293.2	163.2	4.3	20	30	N-Caffeoylagmatine	Phenolamide	standard	NC(N)=NCCCCNC(=O)C=Cc1ccc(O)c(O)c1	InChI=1S/C14H20N4O3/c15-14(16)18-8-2-1-7-17-13(21)6-4-10-3-5-11(19)12(20)9-10/h3-6,9,19-20H,1-2,7-8H2,(H,17,21)(H4,15,16,18)			C14H20N4O3	292.339	292.1535	134.3	H+	293.1617	163.2	233.1	135.1	89		
S13-0247	381.2	147	8.7	40	40	N', N''-Di-p-Coumaroylputrescine	Phenolamide	putative	NCCCCN(C(=O)C=Cc1ccc(O)cc1)C(=O)C=Cc1ccc(O)cc1	InChI=1S/C22H24N2O4/c23-15-1-2-16-24(21(27)13-7-17-3-9-19(25)10-4-17)22(28)14-8-18-5-11-20(26)12-6-18/h3-14,25-26H,1-2,15-16,23H2			C22H24N2O4	380.444	380.1736	50.4	H+	381.1809	147	235.1	218.1	91.1	261.1	72.1
mr171	123.1	80.1	4.1	20	20	Nicotinamide (VB3)	Other	standard	NC(=O)c1cccnc1	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)			C6H6N2O	122.127	122.048	366.7	H+	123.0559	80.1	106.1	96.2	78.1		
n01573	252.1	120.1	7.2	70	30	N-(Phenylacetyl)aspartic acid	Amino acid derivative	putative	O=C(O)CC(NC(=O)Cc1ccccc1)C(=O)O	InChI=1S/C12H13NO5/c14-10(6-8-4-2-1-3-5-8)13-9(12(17)18)7-11(15)16/h1-5,9H,6-7H2,(H,13,14)(H,15,16)(H,17,18)	MS000015038		C12H13NO5	251.238	251.0794	53.2	H+	252.0868	120.1	206.1	146.1	188.1	118.1	
p0507	319.2	188.2	4.6	40	30	Gly-Trp-Gly	Amino acid derivative	putative	NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)O	InChI=1S/C15H18N4O4/c16-11(15(23)19-7-13(20)18-8-14(21)22)5-9-6-17-12-4-2-1-3-10(9)12/h1-4,6,11,17H,5,7-8,16H2,(H,18,20)(H,19,23)(H,21,22)	MS000010852		C15H18N4O4	318.333	318.1328	188.4								
OxIAA	192	146	6.2	60	20	OxIAA	Phytohormone derivative	standard	O=C(O)CC1C(=O)Nc2ccccc21	InChI=1S/C10H9NO3/c12-9(13)5-7-6-3-1-2-4-8(6)11-10(7)14/h1-4,7H,5H2,(H,11,14)(H,12,13)	MS000007936		C10H9NO3	191.186	191.0582	342.6								
R11-1823	370.1	208.1	4.2	80	20	[5-(β-D-Glucopyranosyloxy)-2-oxo-2,3-dihydro-1H-indol-3-yl]acetic acid	Other	putative	O=C(O)CC1C(=O)Nc2ccc(OC3OC(CO)C(O)C(O)C3O)cc21	InChI=1S/C16H19NO9/c18-5-10-12(21)13(22)14(23)16(26-10)25-6-1-2-9-7(3-6)8(4-11(19)20)15(24)17-9/h1-3,8,10,12-14,16,18,21-23H,4-5H2,(H,17,24)(H,19,20)			C16H19NO9	369.326	369.106	35.9	H+	370.113	208.1	146.1	188.1	160.1	130.1	128
mr2065	216.1	81	4.3	70	50	Kinetin	Phytohormone derivative	putative	c1coc(CNc2ncnc3nc[nH]c23)c1	InChI=1S/C10H9N5O/c1-2-7(16-3-1)4-11-9-8-10(13-5-12-8)15-6-14-9/h1-3,5-6H,4H2,(H2,11,12,13,14,15)			C10H9N5O	215.216	215.0807	56	H+	216.0881	81	53	119	136.1	51	92
tZ7G	382.2	220.2	4.3	59	25	trans-Zeatin N-glucoside (tZ7G)	Phytohormone derivative	standard	CC(=CCNc1ncnc2c1ncn2C1OC(CO)C(O)C(O)C1O)CO	InChI=1S/C16H23N5O6/c1-8(4-22)2-3-17-14-10-15(19-6-18-14)21(7-20-10)16-13(26)12(25)11(24)9(5-23)27-16/h2,6-7,9,11-13,16,22-26H,3-5H2,1H3,(H,17,18,19)	MS000009823		C16H23N5O6	381.389	381.1648	73.3								
mr4030	366.2	204.2	5.2	80	10	N6-isopentenyladenine-9-glucoside (iP9G)	Phytohormone derivative	standard	CC(C)=CCNc1ncnc2c1ncn2C1OC(CO)C(O)C(O)C1O	InChI=1S/C16H23N5O5/c1-8(2)3-4-17-14-10-15(19-6-18-14)21(7-20-10)16-13(25)12(24)11(23)9(5-22)26-16/h3,6-7,9,11-13,16,22-25H,4-5H2,1-2H3,(H,17,18,19)	MS000009822		C16H23N5O5	365.39	365.1699	62.6	H+	366.2	204.2	136				
mr4036	514.2	382.2	5.1	40	30	Trans-zeatin-O-glucoside riboside (tZROG)	Phytohormone derivative	putative	CC(=CCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O)COC1OC(CO)C(O)C(O)C1O	InChI=1S/C21H31N5O10/c1-9(6-34-21-17(33)15(31)13(29)11(5-28)36-21)2-3-22-18-12-19(24-7-23-18)26(8-25-12)20-16(32)14(30)10(4-27)35-20/h2,7-8,10-11,13-17,20-21,27-33H,3-6H2,1H3,(H,22,23,24)	MS000009819		C21H31N5O10	513.504	513.2071	28	H+	514.2	382.2	220	202	136		
mr2134	382.2	220.2	4.5	30	10	Cis-Zeatin O-glucoside (cZOG)	Phytohormone derivative	standard	CC(=CCNc1ncnc2nc[nH]c12)COC1OC(CO)C(O)C(O)C1O	InChI=1S/C16H23N5O6/c1-8(2-3-17-14-10-15(19-6-18-10)21-7-20-14)5-26-16-13(25)12(24)11(23)9(4-22)27-16/h2,6-7,9,11-13,16,22-25H,3-5H2,1H3,(H2,17,18,19,20,21)			C16H23N5O6	381.389	381.1648	73.3	H+	382.171	220.2	202	136			
S16-1682	224.1	178.1	4.4	40	20	N-Acetyl-tyrosine	Amino acid derivative	putative	CC(=O)NC(Cc1ccc(O)cc1)C(=O)O	InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)	MS000000277		C11H13NO4	223.228	223.0845	37	H+	224.0916	178.1	115.1	161.1	180.1	117.1	143
mr621	460.3	119.1	12.2	30	60	6-Methylene-3,20-dioxopregn-4-ene-17,21-diyl diacetate	Other	putative	C=C1CC2C(CCC3(C)C2CCC3(OC(C)=O)C(=O)COC(C)=O)C2(C)CCC(=O)C=C12	InChI=1S/C26H34O6/c1-15-12-19-20(24(4)9-6-18(29)13-22(15)24)7-10-25(5)21(19)8-11-26(25,32-17(3)28)23(30)14-31-16(2)27/h13,19-21H,1,6-12,14H2,2-5H3			C26H34O6	442.552	442.2355	38570.5	NH4+	460.2686	119.1	415.2	135.1	107.1	281.1	69
p0422	310.1	120.1	4.3	40	30	Gly-Tyr-Ala	Amino acid derivative	putative	CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)CN)C(=O)O	InChI=1S/C14H19N3O5/c1-8(14(21)22)16-13(20)11(17-12(19)7-15)6-9-2-4-10(18)5-3-9/h2-5,8,11,18H,6-7,15H2,1H3,(H,16,20)(H,17,19)(H,21,22)	MS000008179		C14H19N3O5	309.322	309.1325	128.6								
mr477	503.2	175.2	6.5	80	40	Phellodensin F	Flavonoid	putative	CC(C)=CCc1c(OC2OC(CO)C(O)C(O)C2O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O	InChI=1S/C26H30O10/c1-12(2)3-8-15-19(35-26-24(33)23(32)22(31)20(11-27)36-26)10-17(30)21-16(29)9-18(34-25(15)21)13-4-6-14(28)7-5-13/h3-7,10,18,20,22-24,26-28,30-33H,8-9,11H2,1-2H3	MS000016571		C26H30O10	502.516	502.1839	17.6	H+	503.1909	175.2	311.1	251.2	137.1		
mr4029	366.2	204.1	5.3	60	10	N6-isopentenyladenine-7-glucoside (iP7G)	Phytohormone derivative	standard	CC(C)=CCNc1ncnc2ncn(C3OC(CO)C(O)C(O)C3O)c12	InChI=1S/C16H23N5O5/c1-8(2)3-4-17-14-10-15(19-6-18-14)20-7-21(10)16-13(25)12(24)11(23)9(5-22)26-16/h3,6-7,9,11-13,16,22-25H,4-5H2,1-2H3,(H,17,18,19)	MS000009824		C16H23N5O5	365.39	365.1699	62.6	H+	366.2	204.1	136	119			
IAA-Leu	289	130	9.6	30	30	IAA-Leu	Phytohormone derivative	standard	CC(C)CC(NC(=O)Cc1c[nH]c2ccccc12)C(=O)O	InChI=1S/C16H20N2O3/c1-10(2)7-14(16(20)21)18-15(19)8-11-9-17-13-6-4-3-5-12(11)13/h3-6,9-10,14,17H,7-8H2,1-2H3,(H,18,19)(H,20,21)	MS000009894		C16H20N2O3	288.347	288.1474	536.7								
mr2135	384.3	222.3	5.6	30	10	Dihydrozeatin-9-glucoside (DZ9G)	Phytohormone derivative	standard	CC(CO)CCNc1ncnc2c1ncn2C1OC(CO)C(O)C(O)C1O	InChI=1S/C16H25N5O6/c1-8(4-22)2-3-17-14-10-15(19-6-18-14)21(7-20-10)16-13(26)12(25)11(24)9(5-23)27-16/h6-9,11-13,16,22-26H,2-5H2,1H3,(H,17,18,19)	MS000009889		C16H25N5O6	383.405	383.1805	292.9	H+	384.3	222.3	136				
mr4026	354.2	222.3	5.4	70	30	Dihydrozeatin O-ribose	Phytohormone derivative	putative	CC(CO)CCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O	InChI=1S/C15H23N5O5/c1-8(4-21)2-3-16-13-10-14(18-6-17-13)20(7-19-10)15-12(24)11(23)9(5-22)25-15/h6-9,11-12,15,21-24H,2-5H2,1H3,(H,16,17,18)	MS000009886		C15H23N5O5	353.379	353.1699	64.7	H+	354.2	222.3	136	119			
IAA-Ile	289	130.1	9.6	60	50	IAA-Ile	Phytohormone derivative	standard	CCC(C)C(NC(=O)Cc1c[nH]c2ccccc12)C(=O)O	InChI=1S/C16H20N2O3/c1-3-10(2)15(16(20)21)18-14(19)8-11-9-17-13-7-5-4-6-12(11)13/h4-7,9-10,15,17H,3,8H2,1-2H3,(H,18,19)(H,20,21)	MS000009893		C16H20N2O3	288.347	288.1474	536.7								
